ENSG	TCGA-2J-AAB1	TCGA-2J-AAB4	TCGA-2J-AAB6	TCGA-2J-AAB8	TCGA-2J-AAB9
ENSG00000242268	0.0102234496409233	0.0934268656136105	0.0621205762654978	0	0
ENSG00000270112	0	0.0152435473022175	0	0.00731632075019599	0
ENSG00000167578	1.44523406527183	1.20172596462965	2.64118201898945	1.61289969605548	1.33666212558297
ENSG00000273842	0	0	0	0	0
ENSG00000078237	0.446164129161097	0.595060336363496	0.372459906132464	0.763967318696934	0.724162609418653
ENSG00000146083	5.57839990764176	6.65895894313389	4.58139807008309	7.01187532027445	6.81881377767288
ENSG00000225275	0	0	0	0	0
ENSG00000158486	0.00387425386603415	0.0117164404646662	0.00133480260048172	0.0119125919116007	0.00341883224486058
ENSG00000198242	188.004279708514	141.719139381495	186.484132995912	215.963318898213	208.651122540369
ENSG00000259883	0.0704713679671507	0.171733788650127	0.178418331633147	0.154548116717088	0.17234794449429
ENSG00000231981	0	0	0	0	0
ENSG00000269475	0	0	0	0	0
ENSG00000201788	0	0	0	0	0
ENSG00000134108	2.34471582031394	2.6284920082369	5.22669836632722	2.69045738468266	2.67886288800862
ENSG00000263089	0.273025521314441	0.0944069296403176	0.0224186542450917	0.0485482736162366	0.0541397420055537
ENSG00000172137	1.12885601297161	0.688498219050971	1.20911372552442	4.56705614178442	0.79579053107705
ENSG00000167700	24.2655184427219	31.8369835633425	33.3855714984283	24.2511999819056	29.0789727758375
ENSG00000234943	0	0.750714669409718	0	1.20104793728589	0
ENSG00000240423	0	0.00428265714875847	0	0	0.0114612608637009
ENSG00000060642	3.80218266825037	3.33416359658675	2.49598398084114	2.94533372212136	2.45223111870456
ENSG00000271616	0	0	0	0	0
ENSG00000234881	0	0	0	0	0
ENSG00000236040	0	0	0	0	0
ENSG00000231105	0.126181802936023	0.384370271609675	0.089450244479602	0.129138139353249	0.0822922367706181
ENSG00000243044	0	0	0	0	0
ENSG00000182141	0.0536006996400984	0.0711638820043465	0.0518497167836586	0.12420344192467	0.0884227548135512
ENSG00000269416	0.041412766752507	0.0756900093406098	0.0111015751234324	0.0106847984871182	0.0178731041410203
ENSG00000264981	0	0	0	0	0
ENSG00000275265	0.653234604924746	1.19391523980914	0	1.43258433713081	3.19515981253899
ENSG00000185105	0.268242303141477	0.185505971143955	0.0220258949386518	0	0.0354608341304156
ENSG00000233540	0	0	0	1.49489290304963	0
ENSG00000102174	0.00174214927877231	0.00398015230337303	0.00205834855316527	0.00360838440356045	0.00284045237907802
ENSG00000271647	0	0	0	0	0
ENSG00000166391	0.103588587790614	0.0453599772343093	0.068844300600994	0.544276433967778	0.0105558710661665
ENSG00000270469	0.616838571756332	0	0.312340492414684	0.450921853483673	0.502856043969809
ENSG00000070087	0.471011584627193	1.13192674936778	2.62141383222432	0.935584766106025	0.949304353444624
ENSG00000262950	0	0	0	0	0
ENSG00000255420	0	0	0	0	0
ENSG00000280038	0	0	0.0183054489651477	0	0
ENSG00000266261	0.408345594796209	0.37316610683162	0.248122351604929	0.537316454606217	0.399467335099131
ENSG00000153561	1.05649640882904	1.1776570615977	3.61726991780711	1.32796008540852	1.07938959657166
ENSG00000269148	0.936562606199251	1.88292842442702	1.42270492957938	5.75103301133517	0
ENSG00000274458	0	0	0	0	0
ENSG00000273406	0	0	0	0	0
ENSG00000179262	34.3038695910646	29.8323098032964	50.9682834173911	40.1965529067524	37.369555265629
ENSG00000214198	0.0019739262009562	0.00473515866962673	0.0033733504123537	0.00432894359365513	0.0078447242666156
ENSG00000278099	0	0	0	0	0
ENSG00000166368	0.109760485418862	0	0	0	0
ENSG00000206072	0.000928039114898886	0.00720874268563879	0	0	0.00113482708280643
ENSG00000234900	0.0154474786439659	0	0.0469316282132619	0	0
ENSG00000258630	0.107419367019271	0.0858944214466277	0	0.206130215459693	0.131354815712645
ENSG00000127511	0.749322714211269	0.808291073802999	0.87506557278991	0.906540320992572	0.791306584287449
ENSG00000220993	0	0	0	0	0
ENSG00000225269	0.0554118974006597	0.0708933295820251	0.353533305818186	0.194434809688891	0.189724957103399
ENSG00000214062	0.257997111818864	0.235770335270296	0	0	0
ENSG00000095587	0.0154453680749624	0.00822513051140701	0.00337591482055647	0.0146212912355568	0.00788088274933404
ENSG00000274219	0	0	0	0	0
ENSG00000230100	0	0	0	0	0
ENSG00000064601	31.9030214920222	26.8585584859764	48.9764049226989	27.000882245188	29.3230750986693
ENSG00000227766	140.989442836107	134.357706514854	66.0436039390877	49.9289672394433	82.1775085451049
ENSG00000008517	28.4567919551954	27.8856743706446	15.6596404532529	19.9601241077231	35.3313570009011
ENSG00000215246	0.138038152946064	0.315364979969127	0.0990201506026234	0.252271917758432	0.403235259524432
ENSG00000266644	0.253935507895211	1.39235186188122	1.54298408450938	5.01206803279917	0
ENSG00000236893	0	0	0	0	0
ENSG00000254465	0	0	0	0	0
ENSG00000088179	0.0397125798388845	0.03823389052184	0.0262734638058757	0.0613459452112737	0.0450168046817836
ENSG00000070081	0.185411647469594	0.358154960658616	0.343813642258392	0.336175849962035	0.430376646893981
ENSG00000275479	18.285004608562	33.4194568037784	97.2167595375849	50.1251981465983	134.155887004603
ENSG00000166634	0	0	0.0148125339978497	0	0
ENSG00000261789	0	0.0447408524593143	0	0	0
ENSG00000254092	0.0305474215083501	0	0	0.0334962027903462	0
ENSG00000197421	0.000706735756233689	0.000645849579555149	0	0.00154991570751602	0.00172842472625705
ENSG00000161558	0.347272155404531	0.316306847596867	0.433515573545422	0.434834959114624	0.280298478455268
ENSG00000276644	0.00736660367307665	0.0173641863480465	0.0079931376492969	0.00576979375310087	0.0273101152923553
ENSG00000260900	0	0	0	0	0
ENSG00000278732	0	4.66218316208814	0	0	0
ENSG00000196167	0.847098768047039	1.01429587690402	0.138578787121412	1.98397165969544	0.624166874015211
ENSG00000268465	0	0	0	0	0
ENSG00000264438	0	0	0	0	0
ENSG00000204113	0.0901197128428318	0	0	0	0
ENSG00000207000	0	0	0	0	0
ENSG00000254131	0	0.700596095583014	0	1.68129689565987	1.8749375288837
ENSG00000118972	0	0.0106805827580601	0.0118360664858933	0	0
ENSG00000264104	0	0	0	0	0
ENSG00000179833	0.315601549509281	0.543825062422762	0.354080461972622	0.344483136235181	0.265819964682259
ENSG00000264576	0	0	0	0	0
ENSG00000064225	0.166319747551657	0.131666701401449	0.101721597127847	0.0927778796378073	0.135389276499662
ENSG00000267108	0.339723806722017	0.931368517023209	0	1.49007110398216	0.41542190447971
ENSG00000221372	0	0	0	0	0
ENSGR0000264510	0	0	0	0	0
ENSG00000057294	0.439062225285155	0.274878399819463	0.225438015365089	0.419131412648854	0.429339076830764
ENSG00000227535	0.0362390947359229	0	0	0	0
ENSG00000252628	0	0	0	0	0
ENSG00000166007	0	0	0	0	0
ENSG00000273055	8.30889333254631	13.9206314380017	12.6217974381453	13.6664419919363	11.8536850465998
ENSG00000242041	0	0	0	0	0
ENSG00000278923	0	0	0	0	0
ENSG00000167768	0.0191661716840037	0.201422290959735	0.145573861029025	0.0420326130155211	0.070310476201443
ENSG00000280159	0.045766958794028	0.0836481551525725	0.139046503580209	0.100369802566969	0.0559648656003658
ENSG00000235240	0	0	0	0	10.9241306676917
ENSG00000264172	0	0	0	0	0
ENSG00000199903	0	0	0	0	0
ENSG00000200058	0	0	0	0	0
ENSG00000275358	0	1.24550416992234	0	0.747243064737721	0.8333055683943
ENSG00000218358	0.0999116800069779	0.0639129139414835	0.0758864590190449	0.153378793401711	0.0488696989341722
ENSG00000266460	0	0	0	0	0
ENSG00000260371	0	0	0	0	0
ENSG00000264091	0	58.50184675056	48.6231718369954	140.393265038452	0
ENSG00000238921	0	0	0	0	0
ENSG00000274815	0	0	0	0	0
ENSG00000269349	0	0.132363498479893	0	0.317647130059787	0
ENSG00000200291	0	0	0	0	0
ENSG00000233614	0	0.0848502295400495	0	0	0
ENSG00000022567	0.203642987995639	0.673845476890533	0.175320865198351	0.249020534654906	0.351400122007216
ENSG00000241670	0	0	0	0	0
ENSG00000278933	0	0	0	0	0
ENSG00000202175	0	0	0	0	0
ENSG00000120662	0.27892951425784	0.314875710686082	0.367067472124442	0.665684267010854	0.275418571753594
ENSG00000235523	10.0343213853895	3.82077164314736	0	9.16912261309541	0
ENSG00000249848	0	0	0	0.575661437100789	0
ENSG00000277826	0	0	0	0	0
ENSG00000230225	0	0	0	0	0
ENSG00000239877	0	0	0	0	0
ENSG00000201398	0	0	0	0	0
ENSG00000281474	0	0	0	0	0
ENSG00000272905	0.909201840901168	5.81611068984189	2.76228397860559	5.31716397852839	2.22358488177491
ENSG00000259952	0	0	0	0	0
ENSG00000260812	0	0	0	0	0
ENSG00000225630	671.380175434501	424.069363444282	447.266879980594	898.774140147421	507.668627974082
ENSG00000230231	0	0.0235915797836108	0	0	0.0631358618481528
ENSG00000164283	0.151185943980767	0.463607193794287	1.22146243204891	0.722064499180642	0.482040714442869
ENSG00000231880	0	0	0	0	0
ENSG00000227489	0	0	0	0	0
ENSG00000254555	0	0	0	0	0
ENSG00000013392	1.58686538753437	2.51399810135345	1.41274676354823	2.80974885283506	2.48123709710164
ENSG00000258279	0.0100610716129017	0.0643600832365425	0.076417401707938	0.0441291183861718	0.0492116177652108
ENSG00000226688	0.00124911496886489	0.00128784856709599	0.00150826454465135	0.00210722095173901	0.00195826391235311
ENSG00000250929	0	0	0	0	0
ENSG00000204581	0.020565969751162	0.0146176998496549	0.0138849620483061	0.0300683051400166	0.0279428110340476
ENSG00000225620	0	0	0	0	0
ENSG00000258477	0.543113859320687	1.98529566163624	0.825028417602951	0	0
ENSG00000225488	0	0	0	0	0
ENSG00000184178	0.0531297761288328	0.0685401883834257	0.139440216705047	0.0789369094730521	0.0595981341806745
ENSG00000237786	0	3.32955663244971	1.10692987160235	1.59806007066104	5.34634211418903
ENSG00000166913	25.1245925046653	22.3718749401813	49.9997885883244	27.7146385979169	25.0386904637964
ENSG00000275856	0	0	0	0	0
ENSG00000164112	0.0481980063314329	0.0314612052160365	0.0209189100500122	0.0604007096206788	0.0505179472753553
ENSG00000259345	0.00415745978483555	0.00284946703598841	0.000112776354634659	0.00260501979581445	0.00526540078773991
ENSG00000130204	4.75370335580687	3.47794176197832	16.0384638091576	8.85982807238893	6.40295693856336
ENSG00000280387	0.260485804373512	0.0793482079408506	0.131898795130722	0.571261657870783	0.212351929815346
ENSG00000189099	0	0	0	0	0
ENSG00000232879	4.51855705451859	4.12927766583126	20.5920245593233	29.7284345345081	11.0507861971704
ENSG00000111863	0.0349906852911464	0.348289716846572	0.484112183889141	0.285882050433149	0.0511770817501893
ENSG00000164182	0.321710858195866	0.316205424586467	0.560598033193367	0.402560024769478	0.351944075191469
ENSG00000109618	0.656981212661689	0.419384102960015	0.316359791526648	0.350783221314716	0.370180934266817
ENSG00000271623	0.336444521501701	0	0	0	0
ENSG00000279345	0.13142249515778	0.240200562921082	0.199640077961671	0.384290333446209	0.321412760305343
ENSG00000214866	0.000528277056230357	0.000482765321615094	0	0	0.00129197810956942
ENSG00000153015	0.179903644626391	0.132661249331334	0.215023392846868	0.178066699725437	0.14264852501426
ENSG00000202290	0	29.25092337528	48.6231718369954	105.294948778954	58.7110615553647
ENSG00000254578	0	0	0	0	0
ENSG00000240710	0.0585330790582014	0.0802355707202333	0.0889158926144186	0.064183351303131	0.0715755643150497
ENSG00000248778	0	0	0	0	0
ENSG00000250210	0	0	0	0	0
ENSG00000225215	0	0.0878611564803607	0	0	0
ENSG00000257246	0.951501059493007	0.434764021631117	0.722698749063399	1.04335066170061	0
ENSG00000245017	0.103961217824154	0.028149578607772	0.0175471614206528	0.0759978172215592	0.0659172438668194
ENSG00000281091	0.498526912514664	1.29080487251564	1.51459537519079	0.728867128920343	0.812813214080479
ENSG00000250885	0	0	0	0	0
ENSG00000273797	0.973869448885713	3.11489278694193	0	1.06787830004941	1.1908694450194
ENSG00000089116	0	0.0347345794507177	0	0.120403631615099	0.0516426630382983
ENSG00000036448	0.0228819408049332	0.0146664854689097	0.00410352713404163	0.0240453150471555	0.0209854135314475
ENSG00000234055	0.697652037381001	0.850064579383606	1.05978285503016	0.509998181348169	0
ENSG00000267552	0.00587488147291847	0	0	0	0
ENSG00000224695	0	0	0	0	0
ENSG00000106038	0.165595297625142	0.74245817069397	0.055026778001949	0.102138987041334	0.0253117063593486
ENSG00000255189	0.0054880826216379	0.0100305547652975	0.0166735723763879	0.0481428334956397	0
ENSG00000164114	0.242517534235022	0.263102660188186	0.426534361302695	0.445002549985568	0.268804788594239
ENSG00000238698	0	0	0	0	0
ENSG00000199836	0	0	0	0	0
ENSG00000149089	0.40802818128203	0.367397938418884	0.207012618553284	0.362840514296047	0.270730753953783
ENSG00000251710	0	0	0	0	0
ENSG00000224570	0.0334176197759807	0	0.0507637311968505	0	0.0817276327170888
ENSG00000179632	107.335572007197	86.113432318801	102.833039963356	85.4519327114956	137.80044027147
ENSG00000271677	0	0	0	0	0
ENSG00000114861	0.061656795278139	0.0583336311239694	0.0820192830692835	0.0863868502845565	0.0653297509463029
ENSG00000205030	0	0	0	0	0
ENSG00000138193	0.0463229765551449	0.047777640730975	0.0299757170884446	0.0339506194415342	0.0273154514239461
ENSG00000243073	0	0	0	0	0
ENSG00000152942	0.794530459049538	0.810311237929977	0.848771012911217	0.880629225924324	0.823038359687873
ENSG00000240809	4.14350420693637	2.48297448789179	4.64331861761205	2.68139916303626	2.32573051434374
ENSG00000280004	2.79418777421943	0	0	0	0
ENSG00000224560	0	0	0	0	0
ENSG00000227233	0	0	0	0	0
ENSG00000118363	2.10119239117518	3.04583807595615	3.73308850059489	3.36921646655962	3.39605705237165
ENSG00000258116	0	23.4542118503402	0	40.5780133121417	7.29863224908772
ENSG00000273311	3.31068597921432	4.10959159775134	5.90927061072606	2.17816241357481	2.29408268382255
ENSG00000136169	0.296384742176108	0.294975187649973	0.299545345888534	0.453501985577017	0.327699552076694
ENSG00000279700	1.25216715428077	2.62513903632275	1.11890034727898	1.4538075198034	1.08083162297439
ENSG00000121644	0.807648333980852	1.19342640801922	2.26505522680846	1.66971459706429	1.1932183371099
ENSG00000135903	0	0	0	0	0
ENSG00000138495	4.27717572597685	4.55848682748035	7.28476342068508	4.05916093422957	4.24789976542815
ENSG00000204528	3.77808190062064	7.80586781623414	6.73729119920997	1.08072650370929	1.07128659521891
ENSG00000169992	1.88762841348	2.82300861822352	3.30706617752758	3.44082523604781	3.25260253443099
ENSG00000239344	0.482123540189258	0.440587989185095	0.366189901642465	0	1.17910299658978
ENSG00000253309	0.0143228957958673	0.0114528402275802	0.00815905991749299	0.00785275153242004	0.0306501279275054
ENSG00000101323	0.0026473540090339	0.00604820280632777	0.0382044232319048	0	0
ENSG00000272456	0.134428115538448	0.245693927709754	0.408411656379401	0	0
ENSG00000251538	0	0	0.000849522130231879	0.00122644390606071	0
ENSG00000263711	0	0.00429793049596058	0	0	0
ENSG00000262662	0	0	0	0	0
ENSG00000127564	0.918664596693366	1.19062834875522	1.62375527943368	0.767276382856386	0.829399375633269
ENSG00000219395	0	0.351097172023563	0	0.702138494537538	0.939607383288072
ENSG00000255349	0	0	0	0	0
ENSG00000254843	0.0394284779062665	0.0360316648106507	0	0	0
ENSG00000277998	1.37161643560191	8.77414964932165	4.16716501706903	6.01608122832693	6.70897359112601
ENSG00000275248	0	0.405590839833379	0.674204805356332	0	0
ENSG00000226086	0.60043997231461	0	0	0	0
ENSG00000235023	0	0.189284352073042	0.072609980616236	0	0.194832074248543
ENSG00000176973	47.0791178383763	47.1468211349708	115.995368791177	66.4126298616293	91.9639028181293
ENSG00000255521	0.0828538098561243	0.246076511357359	0.314652012947069	0.181703586087085	0.405262001693539
ENSG00000211682	0	0	0	0	67.49775103998
ENSG00000231630	0	0	0	0	0
ENSG00000249514	0	0	0	0	0
ENSG00000272374	0.163867032493299	0.374374202470723	0.169722019101393	0.359370649306963	0.418976968824339
ENSG00000159479	15.1856327176816	18.6945024329894	33.0225154538632	16.604982446308	13.5559244157702
ENSG00000112511	17.3099221547356	18.1344056143365	35.0222574378282	18.742503268326	20.2631697136361
ENSG00000196381	0.0319537811162358	0.0792596469906623	0.050851487864835	0.0800875887362901	0.133967319609541
ENSG00000211950	37.1498021581267	17.5808874232759	48.3712976245235	94.5655276546234	866.369473404874
ENSG00000202534	0	0	0	0	0
ENSG00000231062	0	0	0	0	0
ENSG00000154511	0.187187099933649	0.338085475648263	0.132628073959414	0.258526345496385	0.1628447623006
ENSG00000253946	0	0	0	0	0
ENSG00000144504	0.103149670053479	0.0811910733084352	0.11442876531406	0.170667570300953	0.0863358130603798
ENSG00000142507	139.459245585531	107.879514178135	270.040673091915	135.303347738994	165.791469502794
ENSG00000259677	1.70103152217016	0.444138717522406	0	0	0.594302733604856
ENSG00000164116	0.323373153420958	0.530292792341577	0.538449622902162	0.246057182000956	0.561900943947237
ENSG00000273305	12.9308706261534	10.8321214964468	18.824453780137	38.9925358425118	5.27071971976339
ENSG00000138669	0.0376598615586976	0.0247715364062893	0.0132018454421198	0.0154289816847797	0.0237847502407684
ENSG00000250927	0	0.131891126866154	0.438479486141724	0	1.76483729389692
ENSG00000174013	0.743667129640294	0.758481326527069	1.98535069822438	1.45616832037397	1.09611909206705
ENSG00000235110	0.828570079434282	0	0	0	0
ENSG00000277670	0	0	0	0	0
ENSG00000227863	0.0040077115549257	0	0	0	0
ENSG00000196704	5.59461013125253	5.5131981014072	7.31429328930407	6.06128377248758	7.15217929707357
ENSG00000251332	0	0.98063996239358	0	0	0
ENSG00000259235	0	0.112029072373131	0.0931117415821492	0	0
ENSG00000258507	0	0	0	0	0
ENSG00000178821	4.08081203446268	4.14360547921847	3.06125555470037	1.43633565043499	42.0154827233083
ENSG00000244019	0	0.163278043678913	0	0	0
ENSG00000222054	0	0	0	0	0
ENSG00000106069	0.0284754402410269	0.02495769876067	0.00707828898437634	0.0235600861403502	0.0223167161465751
ENSG00000243911	0	0	0	0	0
ENSG00000232301	0	0	0	0	0
ENSG00000267871	0.4750575634216	0.19152827436572	0.382047926897831	0.245136692521276	0.170856195038908
ENSG00000227851	0	0	0	0	0
ENSG00000225715	0.223425522704663	0.408354264313454	0.339399192794351	0	0.546419499103947
ENSG00000271934	0	0	0	0	0
ENSG00000271919	0	0.399775992639609	0	0	0
ENSG00000176928	2.26657852090475	2.51201416182073	0.37960603120434	1.55756527257985	2.04789176325353
ENSG00000233714	0	0	0	0	0
ENSG00000129455	4.21773185096711	1.73940751844582	7.88557956514098	4.8857652236889	4.62855909750742
ENSG00000253049	0	0	0	0	0
ENSG00000240250	15.1971312759468	9.25858616743448	2.56505763602024	14.812559647132	8.2592860466499
ENSG00000277889	0	0	0	0	0
ENSG00000216902	0	0	0	0	0
ENSG00000265875	0	0	0	0	0
ENSG00000237666	0	0	0	0	0
ENSG00000161896	0.0170345602971198	0.0259450190748483	0.00575037856459861	0.0166034915328015	0.0138868287328057
ENSG00000254672	0	0	0	0	0
ENSG00000143033	0.22906694509317	0.392105356656421	0.424649875401007	0.441135857906788	0.29366937292141
ENSG00000256150	0	0	0	0.0460367592109325	0
ENSG00000106410	0	0	0	0	0.0122663613342587
ENSG00000259956	8.35280070446836	8.23006527063099	13.8483473382771	8.48663230779212	11.5863570057408
ENSG00000150773	0.314184922156986	0.68129575058487	0.250768535638901	0.525529205942137	0.416751059062953
ENSG00000227958	0.00780552986315622	0.00713307362173931	0	0	0
ENSG00000267083	0	0	0	0.176032804049489	0
ENSG00000274335	0	0	0	0	0
ENSG00000259847	0.0217332860563766	0.0158887488434947	0.0264115205998721	0.0857924196532947	0.0318911406460064
ENSG00000226668	0	0	0	0	0
ENSG00000268140	0.122429632133828	0.111882164927117	1.85979282122245	0	0.598838820704807
ENSG00000278987	0.227233559276786	0.648928442425316	0.517775805069149	0.622921756278976	0.0694665755596913
ENSG00000250006	0	0	0	0	0
ENSG00000236313	0	0	0	6.47663037016198	0
ENSG00000273085	0	0	0	0	0
ENSG00000260729	0.0091478764961679	0.0058828049107315	0.00102935350248151	0.00371516022176883	0.00414304775296426
ENSG00000205362	0.382633179669684	0.34701984226683	0.0748575552245488	0.177999073658637	0.269392622668602
ENSG00000245667	0.676450050444279	0.309086512757212	0.256893883818	0.370874315218567	0.827178321567361
ENSG00000203818	0	0	0	0	0
ENSG00000258517	0	0.0306962709138995	0	0.0736651907158229	0
ENSG00000254768	0.00195174215861345	0.00713438844108672	0.00296483456839503	0	0
ENSG00000202050	0	0	0	0	0
ENSG00000259799	0.180926418594181	1.24004534596357	0.13742002185447	0.0991957374488864	0.995584005390104
ENSG00000230533	2.83372312705419	5.61078766297268	0.717437687424076	3.62514367717785	8.66285078433281
ENSG00000196296	0.0225875712032273	0.0660531950669912	0.0394589384501675	0.148607868331687	0.082861768835192
ENSG00000270457	3.55123842174772	1.0817649177281	0	2.59602930914807	0
ENSG00000230481	0.799209831954063	0	1.21405633767761	0	11.7275008898263
ENSG00000252861	0	0	0	0	0
ENSG00000231952	0.0973339836111993	0.141271207687043	0.0608823825034474	0.113007977267604	0.0560104387114848
ENSG00000280956	0	0	0	0	0
ENSG00000205331	0	0	0	0	0
ENSG00000279123	0.266019159477962	2.18791146066353	0.808203887376939	0.58339665163307	1.30117682272228
ENSG00000206791	0	0	7.3660906096021	10.6343279570389	0
ENSG00000109805	0.213629915476691	0.369005640129144	1.09033457522477	0.307011935928256	0.29883295908933
